,id,name,Crimes Total,Robbery,Street Robbery,Physical Injuries Total,Dangerous Injuries,Threats and Stalking,Theft Total,Theft of Cars,Theft From Cars,Theft of Bicycle,Burglary,Arson Total,Arson Starting,Damage to Property Total,Damage to Property by Graffiti,Drug Offences,Neighborhood Crimes,Year
0,126011,MV Nord,13914.0,291.0,187.0,1856.0,461.0,672.0,6343.0,141.0,955.0,345.0,174.0,104.0,33.0,1249.0,116.0,461.0,4570.0,2013
1,126011,MV Nord,13478.0,219.0,118.0,1719.0,435.0,642.0,6255.0,138.0,984.0,443.0,150.0,179.0,81.0,1146.0,102.0,297.0,4715.0,2014
2,126011,MV Nord,13613.0,170.0,97.0,1500.0,392.0,542.0,6709.0,231.0,1051.0,368.0,89.0,109.0,28.0,902.0,65.0,307.0,4485.0,2015
3,126011,MV Nord,12364.0,185.0,118.0,1458.0,436.0,515.0,5657.0,161.0,963.0,365.0,110.0,98.0,43.0,1116.0,244.0,334.0,3567.0,2016
4,126011,MV Nord,9768.0,123.0,69.0,1406.0,272.0,487.0,4181.0,157.0,832.0,264.0,61.0,115.0,61.0,820.0,149.0,218.0,2705.0,2017
5,126011,MV Nord,8486.0,134.0,73.0,1293.0,256.0,516.0,3285.0,187.0,673.0,195.0,54.0,88.0,19.0,685.0,46.0,272.0,2451.0,2018
6,126011,MV Nord,8443.0,106.0,61.0,1362.0,349.0,448.0,3197.0,159.0,652.0,201.0,49.0,110.0,57.0,709.0,27.0,186.0,2610.0,2019
7,126011,MV Nord,7632.0,98.0,57.0,1154.0,288.0,503.0,3027.0,102.0,647.0,201.0,61.0,136.0,61.0,783.0,42.0,223.0,2444.0,2020
8,126011,MV Nord,7917.0,79.0,41.0,1154.0,258.0,446.0,2854.0,49.0,558.0,247.0,49.0,49.0,26.0,888.0,34.0,169.0,2858.0,2021
9,126011,MV Nord,8431.952662721890,70.26627218934910,51.77514792899410,1305.473372781070,329.14201183432000,595.4142011834320,2914.201183431950,107.24852071005900,521.4497041420120,258.8757396449700,66.5680473372781,118.34319526627200,29.585798816568000,839.4970414201180,25.88757396449700,170.11834319526600,2899.408284023670,2022
10,76012,Marienfelde Nord,7593.0,93.0,41.0,753.0,169.0,303.0,3455.0,123.0,858.0,268.0,263.0,64.0,6.0,619.0,64.0,123.0,1763.0,2013
11,76012,Marienfelde Nord,7696.0,122.0,93.0,650.0,122.0,279.0,3552.0,93.0,998.0,464.0,244.0,99.0,23.0,853.0,128.0,110.0,1730.0,2014
12,76012,Marienfelde Nord,7028.0,52.0,35.0,705.0,156.0,277.0,3165.0,81.0,670.0,456.0,387.0,40.0,6.0,728.0,110.0,92.0,1490.0,2015
13,76012,Marienfelde Nord,6723.0,74.0,51.0,697.0,108.0,147.0,3229.0,164.0,566.0,680.0,193.0,79.0,34.0,623.0,91.0,147.0,1359.0,2016
14,76012,Marienfelde Nord,6836.0,45.0,17.0,809.0,173.0,212.0,2980.0,123.0,798.0,508.0,151.0,33.0,11.0,658.0,123.0,123.0,1562.0,2017
15,76012,Marienfelde Nord,7079.0,62.0,28.0,566.0,140.0,196.0,3122.0,45.0,768.0,342.0,191.0,67.0,28.0,600.0,129.0,230.0,1412.0,2018
16,76012,Marienfelde Nord,6855.0,56.0,39.0,747.0,180.0,287.0,2692.0,163.0,646.0,315.0,202.0,67.0,34.0,731.0,129.0,146.0,1523.0,2019
17,76012,Marienfelde Nord,7078.0,39.0,28.0,617.0,135.0,309.0,3564.0,129.0,612.0,337.0,101.0,39.0,28.0,623.0,62.0,180.0,1948.0,2020
18,76012,Marienfelde Nord,6341.0,23.0,11.0,625.0,96.0,293.0,2667.0,135.0,388.0,231.0,135.0,68.0,17.0,613.0,169.0,180.0,1716.0,2021
19,76012,Marienfelde Nord,7353.105763850030,55.95970900951320,39.1717963066592,789.0318970341350,229.43480693900400,346.9501958589820,3329.602686066030,184.6670397313930,777.8399552322330,184.6670397313930,123.11135982092900,55.95970900951320,22.38388360380530,766.6480134303300,162.28315612758800,229.43480693900400,1841.0744264129800,2022
20,84012,Rudow,6190.0,71.0,40.0,499.0,159.0,216.0,3027.0,259.0,985.0,326.0,364.0,19.0,7.0,602.0,50.0,31.0,1229.0,2013
21,84012,Rudow,5657.0,73.0,40.0,434.0,125.0,205.0,2731.0,269.0,724.0,356.0,410.0,52.0,24.0,660.0,66.0,19.0,1186.0,2014
22,84012,Rudow,6759.0,65.0,47.0,504.0,100.0,261.0,3097.0,231.0,814.0,385.0,424.0,68.0,26.0,725.0,98.0,84.0,1402.0,2015
23,84012,Rudow,7122.0,56.0,32.0,725.0,171.0,278.0,3376.0,329.0,748.0,331.0,586.0,32.0,14.0,722.0,53.0,88.0,1556.0,2016
24,84012,Rudow,6043.0,48.0,25.0,611.0,138.0,302.0,2735.0,253.0,691.0,295.0,454.0,58.0,14.0,634.0,65.0,51.0,1389.0,2017
25,84012,Rudow,5825.0,76.0,50.0,500.0,112.0,225.0,2514.0,176.0,685.0,202.0,291.0,60.0,18.0,710.0,117.0,73.0,1313.0,2018
26,84012,Rudow,6208.0,50.0,30.0,677.0,144.0,299.0,2009.0,171.0,470.0,203.0,294.0,32.0,25.0,705.0,34.0,96.0,1548.0,2019
27,84012,Rudow,6349.0,61.0,43.0,692.0,127.0,296.0,2487.0,198.0,444.0,212.0,296.0,50.0,23.0,874.0,82.0,102.0,1786.0,2020
28,84012,Rudow,5885.0,34.0,16.0,582.0,128.0,359.0,2281.0,244.0,409.0,228.0,194.0,46.0,30.0,692.0,46.0,87.0,1811.0,2021
29,84012,Rudow,6436.249829908830,74.84011430126550,43.08976277951650,641.8106771896400,140.60869959631700,365.1290425001130,2551.367532997690,251.73492992243800,580.5778563976960,138.34081734476300,260.80645892865200,54.429174037284000,9.071529006214000,596.4530321585700,47.62552728262350,77.10799655281900,1648.7503968793900,2022
30,121001,Ost 1 - Reginhardstraße,11237.0,138.0,50.0,1504.0,376.0,637.0,4523.0,107.0,702.0,602.0,303.0,58.0,38.0,978.0,123.0,457.0,3710.0,2013
31,121001,Ost 1 - Reginhardstraße,12147.0,121.0,61.0,1398.0,360.0,625.0,4929.0,129.0,784.0,671.0,538.0,91.0,34.0,1087.0,144.0,314.0,3925.0,2014
32,121001,Ost 1 - Reginhardstraße,12017.0,145.0,63.0,1588.0,368.0,550.0,4277.0,145.0,744.0,461.0,275.0,63.0,26.0,1041.0,104.0,331.0,3444.0,2015
33,121001,Ost 1 - Reginhardstraße,12108.0,146.0,62.0,1426.0,365.0,580.0,4925.0,153.0,1014.0,544.0,347.0,113.0,62.0,1208.0,109.0,350.0,3882.0,2016
34,121001,Ost 1 - Reginhardstraße,10107.0,82.0,39.0,1225.0,330.0,369.0,3740.0,104.0,896.0,609.0,226.0,86.0,21.0,1060.0,233.0,333.0,2382.0,2017
35,121001,Ost 1 - Reginhardstraße,9171.0,113.0,42.0,1204.0,261.0,452.0,3167.0,145.0,607.0,388.0,219.0,64.0,32.0,854.0,141.0,222.0,2662.0,2018
36,121001,Ost 1 - Reginhardstraße,8789.0,70.0,45.0,1116.0,258.0,415.0,3257.0,146.0,596.0,391.0,269.0,80.0,42.0,774.0,84.0,363.0,2556.0,2019
37,121001,Ost 1 - Reginhardstraße,9076.0,80.0,59.0,1075.0,320.0,452.0,3484.0,94.0,626.0,456.0,146.0,73.0,38.0,835.0,97.0,345.0,3014.0,2020
38,121001,Ost 1 - Reginhardstraße,8422.0,137.0,74.0,1029.0,299.0,439.0,2786.0,109.0,854.0,309.0,81.0,70.0,25.0,812.0,60.0,253.0,2189.0,2021
39,121001,Ost 1 - Reginhardstraße,9583.934161010100,77.37488129989800,52.7556008862941,1167.6572996166400,270.81208454964300,640.1012907537020,3812.47142404952,123.09640206802000,907.3963352442590,284.8802447859880,182.8860830724860,101.99416171350200,49.23856082720780,928.498575598776,70.34080118172550,291.91432490416100,3200.5064537685100,2022
40,121002,Ost 2 - Alt-Reinickendorf,12555.0,159.0,54.0,1153.0,224.0,480.0,5272.0,132.0,1095.0,654.0,232.0,112.0,50.0,1156.0,197.0,545.0,2878.0,2013
41,121002,Ost 2 - Alt-Reinickendorf,14268.0,199.0,100.0,1250.0,303.0,510.0,5778.0,165.0,985.0,644.0,429.0,73.0,27.0,1246.0,376.0,518.0,3443.0,2014
42,121002,Ost 2 - Alt-Reinickendorf,13344.0,160.0,92.0,1164.0,259.0,454.0,6039.0,160.0,1320.0,610.0,259.0,72.0,23.0,1213.0,248.0,500.0,3079.0,2015
43,121002,Ost 2 - Alt-Reinickendorf,13416.0,173.0,98.0,1117.0,244.0,523.0,5926.0,165.0,1098.0,556.0,331.0,56.0,23.0,1169.0,226.0,605.0,3046.0,2016
44,121002,Ost 2 - Alt-Reinickendorf,12289.0,137.0,74.0,1165.0,255.0,407.0,4820.0,137.0,910.0,396.0,277.0,92.0,30.0,1187.0,259.0,414.0,2612.0,2017
45,121002,Ost 2 - Alt-Reinickendorf,12531.0,132.0,55.0,1048.0,213.0,522.0,5203.0,191.0,1066.0,441.0,246.0,51.0,11.0,1114.0,294.0,496.0,2504.0,2018
46,121002,Ost 2 - Alt-Reinickendorf,11514.0,124.0,77.0,1007.0,237.0,467.0,4398.0,142.0,985.0,314.0,303.0,40.0,18.0,1120.0,423.0,427.0,2374.0,2019
47,121002,Ost 2 - Alt-Reinickendorf,11591.0,72.0,40.0,1203.0,279.0,515.0,4465.0,130.0,1076.0,330.0,261.0,47.0,14.0,1171.0,268.0,446.0,2914.0,2020
48,121002,Ost 2 - Alt-Reinickendorf,12330.0,131.0,69.0,1171.0,309.0,571.0,4229.0,116.0,1113.0,415.0,124.0,175.0,55.0,1356.0,262.0,411.0,2665.0,2021
49,121002,Ost 2 - Alt-Reinickendorf,13664.074763625700,105.86646223487800,58.40908261234620,1175.4827875734700,255.5397364290150,605.994232103092,5169.20381119264,182.52838316358200,1186.4344905632800,441.71868725586800,200.78122147994000,94.9147592450626,29.20454130617310,1124.3748402876600,175.22724783703900,259.19030409228600,3201.547840689230,2022
50,11002,Regierungsviertel,75823.0,472.0,204.0,5213.0,1384.0,1330.0,39054.0,193.0,3014.0,2349.0,354.0,43.0,11.0,3701.0,1620.0,622.0,8903.0,2013
51,11002,Regierungsviertel,86715.0,507.0,166.0,4553.0,952.0,1117.0,45577.0,103.0,1852.0,3839.0,538.0,31.0,21.0,3735.0,1438.0,807.0,8608.0,2014
52,11002,Regierungsviertel,102068.0,752.0,356.0,4731.0,950.0,1287.0,57888.0,148.0,2840.0,3593.0,475.0,99.0,40.0,3108.0,1089.0,455.0,8541.0,2015
53,11002,Regierungsviertel,106538.0,844.0,594.0,5230.0,992.0,1243.0,59761.0,139.0,2235.0,2893.0,501.0,93.0,28.0,3357.0,1048.0,658.0,9302.0,2016
54,11002,Regierungsviertel,114281.0,354.0,156.0,3881.0,752.0,1366.0,39194.0,138.0,1936.0,2671.0,648.0,43.0,0.0,3103.0,960.0,752.0,7988.0,2017
55,11002,Regierungsviertel,74768.0,272.0,123.0,4222.0,897.0,938.0,31660.0,123.0,1621.0,3037.0,288.0,41.0,8.0,3333.0,1309.0,1086.0,6995.0,2018
56,11002,Regierungsviertel,58732.0,294.0,119.0,4147.0,1009.0,1136.0,27475.0,87.0,1279.0,2693.0,167.0,151.0,32.0,3798.0,1247.0,1303.0,7961.0,2019
57,11002,Regierungsviertel,54648.0,275.0,142.0,3539.0,952.0,2100.0,21252.0,79.0,1542.0,1817.0,252.0,102.0,16.0,3587.0,944.0,1093.0,8589.0,2020
58,11002,Regierungsviertel,46049.0,255.0,139.0,3131.0,858.0,1222.0,15711.0,54.0,1214.0,1902.0,124.0,31.0,23.0,3039.0,835.0,1330.0,7817.0,2021
59,11002,Regierungsviertel,45667.7381648159,299.5324371712450,153.41905318527200,3609.000584453540,1081.239041496200,1198.1297486849800,20521.624780829900,80.36236119228520,1256.5751022793700,1965.2250146113400,233.78141437755700,116.89070718877800,29.222676797194600,3177.9661016949200,883.9859731151370,1293.103448275860,8233.489187609580,2022
60,63005,Teltower Damm,7616.0,91.0,36.0,456.0,88.0,274.0,4135.0,170.0,1085.0,803.0,450.0,49.0,12.0,787.0,176.0,112.0,1383.0,2013
61,63005,Teltower Damm,7577.0,75.0,36.0,441.0,88.0,232.0,4108.0,175.0,1060.0,936.0,441.0,33.0,12.0,894.0,202.0,112.0,1331.0,2014
62,63005,Teltower Damm,7820.0,48.0,30.0,452.0,90.0,222.0,4317.0,150.0,739.0,1311.0,395.0,36.0,18.0,778.0,210.0,126.0,1245.0,2015
63,63005,Teltower Damm,7945.0,38.0,30.0,576.0,86.0,245.0,4203.0,142.0,579.0,1447.0,443.0,27.0,6.0,919.0,151.0,109.0,1432.0,2016
64,63005,Teltower Damm,6914.0,35.0,20.0,504.0,87.0,291.0,3105.0,116.0,481.0,1081.0,268.0,44.0,15.0,751.0,163.0,111.0,1308.0,2017
65,63005,Teltower Damm,7024.0,41.0,20.0,523.0,87.0,250.0,3299.0,87.0,616.0,1000.0,215.0,41.0,15.0,700.0,90.0,160.0,1226.0,2018
66,63005,Teltower Damm,6459.0,102.0,79.0,504.0,84.0,268.0,3274.0,67.0,574.0,1037.0,146.0,35.0,6.0,664.0,93.0,143.0,1270.0,2019
67,63005,Teltower Damm,6703.0,76.0,50.0,688.0,123.0,228.0,3005.0,70.0,348.0,579.0,263.0,50.0,9.0,884.0,243.0,193.0,1647.0,2020
68,63005,Teltower Damm,6746.0,44.0,15.0,588.0,83.0,295.0,2811.0,71.0,387.0,567.0,186.0,50.0,15.0,635.0,97.0,192.0,1376.0,2021
69,63005,Teltower Damm,7511.819296095260,49.61186015292130,29.183447148777200,534.057082822623,116.73378859510900,291.83447148777200,3677.114340745930,183.85571703729600,411.48660479775900,656.6275608474870,306.42619506216100,40.856826008288100,11.673378859510900,685.8110079962650,134.2438568843750,119.65213330998700,1596.3345590381100,2022
70,124007,Nord 1 - Frohnau/Hermsdorf,6176.0,64.0,21.0,341.0,67.0,140.0,3573.0,125.0,1166.0,804.0,624.0,18.0,3.0,685.0,164.0,52.0,974.0,2013
71,124007,Nord 1 - Frohnau/Hermsdorf,5792.0,55.0,39.0,322.0,79.0,143.0,3443.0,182.0,1096.0,595.0,735.0,43.0,21.0,562.0,103.0,94.0,865.0,2014
72,124007,Nord 1 - Frohnau/Hermsdorf,5737.0,82.0,42.0,364.0,70.0,170.0,3140.0,109.0,979.0,570.0,579.0,18.0,9.0,664.0,158.0,94.0,952.0,2015
73,124007,Nord 1 - Frohnau/Hermsdorf,5861.0,54.0,24.0,340.0,90.0,135.0,3209.0,111.0,527.0,795.0,834.0,48.0,12.0,692.0,169.0,169.0,870.0,2016
74,124007,Nord 1 - Frohnau/Hermsdorf,5594.0,30.0,27.0,407.0,72.0,173.0,2742.0,126.0,676.0,601.0,532.0,36.0,9.0,586.0,176.0,102.0,903.0,2017
75,124007,Nord 1 - Frohnau/Hermsdorf,6220.0,39.0,9.0,406.0,87.0,170.0,2955.0,155.0,1037.0,559.0,478.0,39.0,21.0,606.0,93.0,96.0,1010.0,2018
76,124007,Nord 1 - Frohnau/Hermsdorf,5382.0,42.0,24.0,302.0,66.0,158.0,2565.0,123.0,448.0,780.0,260.0,12.0,3.0,565.0,75.0,132.0,828.0,2019
77,124007,Nord 1 - Frohnau/Hermsdorf,4522.0,42.0,27.0,356.0,81.0,215.0,1864.0,96.0,245.0,482.0,144.0,30.0,18.0,488.0,111.0,105.0,850.0,2020
78,124007,Nord 1 - Frohnau/Hermsdorf,4719.0,21.0,9.0,292.0,54.0,232.0,1868.0,48.0,217.0,508.0,96.0,15.0,9.0,671.0,126.0,75.0,842.0,2021
79,124007,Nord 1 - Frohnau/Hermsdorf,4933.217796635490,35.85621657154810,26.89216242866110,382.466310096513,104.58063166701500,230.07738966743400,2315.713986912480,110.55666776227300,355.5741476678520,603.5796456210600,268.92162428661100,29.88018047629010,2.9880180476290100,609.5556817163180,83.66450533361220,65.73639704783820,1072.6984790988100,2022
80,112005,Alt-Hohenschönhausen Süd,8523.0,95.0,44.0,661.0,122.0,298.0,4495.0,231.0,912.0,498.0,224.0,47.0,14.0,997.0,234.0,108.0,2370.0,2013
81,112005,Alt-Hohenschönhausen Süd,8678.0,71.0,34.0,861.0,142.0,304.0,4153.0,203.0,1054.0,412.0,236.0,47.0,7.0,902.0,192.0,152.0,2178.0,2014
82,112005,Alt-Hohenschönhausen Süd,8737.0,63.0,23.0,764.0,143.0,189.0,4963.0,412.0,1080.0,635.0,339.0,37.0,13.0,781.0,130.0,66.0,2239.0,2015
83,112005,Alt-Hohenschönhausen Süd,8880.0,84.0,68.0,656.0,129.0,191.0,4799.0,385.0,1439.0,547.0,278.0,45.0,13.0,857.0,149.0,84.0,1804.0,2016
84,112005,Alt-Hohenschönhausen Süd,7310.0,38.0,28.0,636.0,101.0,215.0,3538.0,326.0,958.0,411.0,206.0,60.0,13.0,835.0,193.0,133.0,1581.0,2017
85,112005,Alt-Hohenschönhausen Süd,6679.0,34.0,19.0,774.0,146.0,224.0,2909.0,320.0,678.0,364.0,159.0,47.0,25.0,721.0,146.0,96.0,1601.0,2018
86,112005,Alt-Hohenschönhausen Süd,7185.0,55.0,31.0,785.0,139.0,231.0,3386.0,259.0,659.0,437.0,92.0,28.0,9.0,699.0,102.0,111.0,1825.0,2019
87,112005,Alt-Hohenschönhausen Süd,7218.0,37.0,24.0,663.0,161.0,225.0,3601.0,137.0,678.0,614.0,110.0,49.0,30.0,779.0,88.0,122.0,2190.0,2020
88,112005,Alt-Hohenschönhausen Süd,7485.0,51.0,39.0,647.0,164.0,382.0,3133.0,170.0,719.0,510.0,92.0,45.0,24.0,883.0,116.0,173.0,1853.0,2021
89,112005,Alt-Hohenschönhausen Süd,8324.521207848670,82.24650452355780,55.810128069557000,931.147926213136,217.3657619551170,305.48701680178600,3927.2705909998800,308.4243919633420,848.9014216895780,384.7961461637880,187.99201033956100,70.49700387733520,29.37375161555630,722.594289742686,111.62025613911400,140.99400775467000,2308.7768769827300,2022
90,45011,Volkspark Wilmersdorf,10610.0,151.0,56.0,719.0,199.0,302.0,5431.0,145.0,1186.0,1054.0,354.0,52.0,24.0,927.0,199.0,121.0,2162.0,2013
91,45011,Volkspark Wilmersdorf,11577.0,149.0,96.0,763.0,156.0,281.0,5894.0,185.0,1257.0,1212.0,477.0,26.0,15.0,778.0,190.0,177.0,2125.0,2014
92,45011,Volkspark Wilmersdorf,11897.0,125.0,82.0,711.0,113.0,261.0,6718.0,186.0,1167.0,1543.0,383.0,15.0,6.0,794.0,215.0,138.0,2367.0,2015
93,45011,Volkspark Wilmersdorf,13228.0,106.0,59.0,825.0,186.0,276.0,6263.0,164.0,934.0,1259.0,176.0,37.0,10.0,723.0,170.0,201.0,1984.0,2016
94,45011,Volkspark Wilmersdorf,16915.0,75.0,32.0,816.0,171.0,284.0,5583.0,179.0,877.0,1314.0,181.0,45.0,14.0,905.0,248.0,213.0,2040.0,2017
95,45011,Volkspark Wilmersdorf,15871.0,85.0,36.0,700.0,174.0,322.0,5915.0,158.0,724.0,1294.0,184.0,59.0,16.0,722.0,123.0,243.0,2358.0,2018
96,45011,Volkspark Wilmersdorf,14192.0,64.0,38.0,686.0,132.0,286.0,5352.0,132.0,903.0,1139.0,288.0,46.0,14.0,811.0,144.0,266.0,2480.0,2019
97,45011,Volkspark Wilmersdorf,12722.0,88.0,66.0,791.0,198.0,286.0,5366.0,102.0,821.0,1157.0,298.0,28.0,10.0,857.0,148.0,541.0,2941.0,2020
98,45011,Volkspark Wilmersdorf,10355.0,75.0,45.0,702.0,162.0,397.0,4611.0,118.0,1148.0,860.0,126.0,65.0,24.0,884.0,182.0,359.0,2149.0,2021
99,45011,Volkspark Wilmersdorf,10511.18992295460,77.45301862948920,40.76474664709960,737.8419143125030,171.2119359178180,458.6033997798700,5183.2375361787100,138.60013860013900,1021.1569035098400,955.9333088744850,156.94427459133300,59.10888263829440,10.191186661774900,856.0596795890910,154.90603725897800,197.70902123843300,2635.4408707349900,2022
100,51001,Hakenfelde,8460.0,61.0,35.0,732.0,175.0,320.0,4197.0,88.0,706.0,241.0,224.0,88.0,26.0,864.0,79.0,154.0,3000.0,2013
101,51001,Hakenfelde,6501.0,74.0,44.0,658.0,183.0,279.0,2996.0,144.0,610.0,275.0,153.0,74.0,26.0,715.0,31.0,140.0,1613.0,2014
102,51001,Hakenfelde,7325.0,64.0,38.0,821.0,115.0,381.0,3532.0,124.0,637.0,304.0,192.0,56.0,30.0,787.0,64.0,64.0,2386.0,2015
103,51001,Hakenfelde,7780.0,58.0,33.0,848.0,191.0,266.0,3878.0,116.0,694.0,349.0,229.0,83.0,42.0,723.0,50.0,87.0,1916.0,2016
104,51001,Hakenfelde,6669.0,61.0,41.0,775.0,192.0,306.0,3171.0,73.0,547.0,416.0,155.0,33.0,20.0,531.0,78.0,143.0,1641.0,2017
105,51001,Hakenfelde,7690.0,64.0,44.0,811.0,225.0,221.0,3451.0,144.0,943.0,233.0,64.0,68.0,40.0,759.0,20.0,104.0,1914.0,2018
106,51001,Hakenfelde,6700.0,46.0,15.0,628.0,135.0,235.0,3042.0,146.0,635.0,246.0,116.0,89.0,50.0,855.0,50.0,96.0,1813.0,2019
107,51001,Hakenfelde,6665.0,26.0,7.0,733.0,138.0,370.0,2710.0,90.0,512.0,254.0,142.0,60.0,30.0,774.0,64.0,168.0,1813.0,2020
108,51001,Hakenfelde,7129.0,34.0,22.0,716.0,131.0,330.0,3239.0,109.0,873.0,210.0,146.0,56.0,30.0,622.0,34.0,176.0,1777.0,2021
109,51001,Hakenfelde,6983.944128446970,43.19965440276480,28.799769601843200,741.594067247462,161.9987040103680,385.1969184246530,3319.173446612430,115.19907840737300,658.7947296421630,226.7981856145150,111.59910720714200,57.59953920368640,17.99985600115200,626.3949888400890,25.199798401612800,107.99913600691200,1969.1842465260300,2022
110,95019,Dammvorstadt,18135.0,94.0,42.0,1423.0,314.0,356.0,8309.0,157.0,628.0,1612.0,105.0,199.0,126.0,1486.0,199.0,523.0,3275.0,2013
111,95019,Dammvorstadt,15977.0,142.0,71.0,1266.0,354.0,334.0,7168.0,121.0,456.0,1448.0,81.0,61.0,30.0,1843.0,294.0,435.0,3331.0,2014
112,95019,Dammvorstadt,20451.0,157.0,88.0,1910.0,500.0,392.0,7689.0,59.0,500.0,1244.0,147.0,49.0,29.0,1792.0,509.0,784.0,3928.0,2015
113,95019,Dammvorstadt,15448.0,76.0,47.0,1309.0,322.0,341.0,7093.0,104.0,294.0,1527.0,133.0,57.0,19.0,1603.0,578.0,389.0,3006.0,2016
114,95019,Dammvorstadt,14291.0,138.0,64.0,1306.0,349.0,423.0,6318.0,92.0,681.0,966.0,166.0,64.0,46.0,1462.0,451.0,221.0,2676.0,2017
115,95019,Dammvorstadt,13226.0,81.0,45.0,1282.0,439.0,323.0,5909.0,90.0,484.0,1040.0,72.0,27.0,9.0,1309.0,242.0,278.0,2529.0,2018
116,95019,Dammvorstadt,14676.0,140.0,96.0,1711.0,506.0,393.0,6338.0,175.0,594.0,1231.0,96.0,61.0,17.0,1362.0,306.0,524.0,3117.0,2019
117,95019,Dammvorstadt,15950.0,163.0,120.0,1800.0,866.0,497.0,7285.0,69.0,660.0,1928.0,77.0,34.0,9.0,1380.0,394.0,420.0,4114.0,2020
118,95019,Dammvorstadt,12880.0,68.0,42.0,903.0,219.0,321.0,6609.0,42.0,354.0,1063.0,17.0,59.0,17.0,1300.0,414.0,338.0,2692.0,2021
119,95019,Dammvorstadt,14129.344919786100,125.33422459893000,66.84491978609630,1504.0106951871700,509.69251336898400,643.3823529411770,5932.486631016040,83.55614973262030,359.2914438502670,994.3181818181820,142.04545454545500,16.711229946524100,0.0,1495.6550802139000,342.5802139037430,509.69251336898400,3333.890374331550,2022
120,111002,Neu-Hohenschönhausen Nord,7895.0,94.0,47.0,1183.0,217.0,264.0,2902.0,98.0,420.0,351.0,65.0,43.0,25.0,782.0,163.0,232.0,2507.0,2013
121,111002,Neu-Hohenschönhausen Nord,6746.0,68.0,50.0,1031.0,157.0,378.0,2301.0,111.0,400.0,321.0,46.0,39.0,7.0,806.0,54.0,189.0,2137.0,2014
122,111002,Neu-Hohenschönhausen Nord,6586.0,46.0,28.0,1095.0,191.0,237.0,2507.0,286.0,470.0,311.0,60.0,71.0,25.0,735.0,99.0,152.0,2151.0,2015
123,111002,Neu-Hohenschönhausen Nord,6469.0,91.0,56.0,952.0,154.0,256.0,2363.0,224.0,494.0,312.0,95.0,60.0,18.0,704.0,109.0,193.0,2016.0,2016
124,111002,Neu-Hohenschönhausen Nord,6250.0,79.0,35.0,853.0,155.0,218.0,2493.0,190.0,352.0,411.0,86.0,59.0,10.0,687.0,90.0,221.0,2075.0,2017
125,111002,Neu-Hohenschönhausen Nord,7372.0,58.0,24.0,973.0,192.0,312.0,2673.0,182.0,418.0,233.0,89.0,79.0,31.0,833.0,55.0,271.0,2293.0,2018
126,111002,Neu-Hohenschönhausen Nord,6710.0,37.0,20.0,1173.0,211.0,357.0,1825.0,177.0,255.0,180.0,58.0,95.0,37.0,853.0,82.0,228.0,2148.0,2019
127,111002,Neu-Hohenschönhausen Nord,7025.0,47.0,30.0,1013.0,178.0,310.0,2161.0,91.0,431.0,330.0,67.0,81.0,34.0,1151.0,138.0,283.0,2158.0,2020
128,111002,Neu-Hohenschönhausen Nord,6784.0,34.0,20.0,1127.0,246.0,488.0,1776.0,44.0,427.0,249.0,37.0,44.0,20.0,952.0,104.0,272.0,2395.0,2021
129,111002,Neu-Hohenschönhausen Nord,7120.031955262630,83.21682977165300,66.57346381732240,945.3431862059780,252.9791625058250,432.7275148125960,2469.8755076226600,66.57346381732240,416.0841488582650,139.80427401637700,123.16090806204600,69.90213700818850,33.28673190866120,845.4829904799950,96.5315225351175,213.03508421543200,2340.057253178880,2022
130,62004,Ostpreußendamm,7348.0,46.0,29.0,649.0,137.0,252.0,3578.0,163.0,943.0,517.0,254.0,34.0,17.0,726.0,191.0,154.0,1466.0,2013
131,62004,Ostpreußendamm,7537.0,43.0,20.0,561.0,109.0,237.0,3604.0,180.0,815.0,689.0,372.0,31.0,14.0,975.0,215.0,123.0,1582.0,2014
132,62004,Ostpreußendamm,7068.0,46.0,20.0,553.0,129.0,229.0,3499.0,115.0,662.0,659.0,473.0,52.0,20.0,833.0,281.0,103.0,1420.0,2015
133,62004,Ostpreußendamm,7197.0,31.0,14.0,721.0,142.0,225.0,3497.0,191.0,689.0,746.0,299.0,43.0,23.0,985.0,222.0,103.0,1635.0,2016
134,62004,Ostpreußendamm,6452.0,45.0,20.0,577.0,144.0,277.0,2873.0,141.0,506.0,523.0,294.0,37.0,17.0,814.0,195.0,119.0,1366.0,2017
135,62004,Ostpreußendamm,6479.0,53.0,23.0,560.0,87.0,264.0,2909.0,93.0,565.0,459.0,256.0,37.0,11.0,734.0,129.0,107.0,1542.0,2018
136,62004,Ostpreußendamm,6406.0,62.0,28.0,599.0,112.0,280.0,2608.0,146.0,524.0,440.0,185.0,45.0,20.0,711.0,190.0,78.0,1423.0,2019
137,62004,Ostpreußendamm,5786.0,39.0,20.0,690.0,98.0,252.0,2256.0,126.0,352.0,335.0,266.0,64.0,31.0,713.0,123.0,106.0,1409.0,2020
138,62004,Ostpreußendamm,6421.0,39.0,14.0,648.0,112.0,236.0,2271.0,98.0,435.0,365.0,132.0,56.0,20.0,906.0,146.0,151.0,1366.0,2021
139,62004,Ostpreußendamm,6723.039692915360,25.034074156490800,13.90781897582820,725.9881505382330,108.48098801146000,278.1563795165640,2990.181079803070,130.73349837278500,414.45300547968100,453.3948986120000,205.8357208422580,72.32065867430670,19.470946566159500,803.8719368028710,164.11226391477300,72.32065867430670,1780.2008289060100,2022
